Tag,Word,Freq,Pos,Neg,Neu
EXPM,last semester,0.0006038647342995169,0.3333333333333333,0.6666666666666666,0.0
EXPM,like look,0.00040257648953301127,0.0,0.5,0.5
EXPM,times like,0.00040257648953301127,0.5,0.5,0.0
EXPM,really cool,0.00040257648953301127,0.5,0.5,0.0
EXPM,really really,0.00040257648953301127,0.5,0.5,0.0
EXPM,different things,0.0006038647342995169,0.0,0.6666666666666666,0.3333333333333333
EXPM,office hours,0.00040257648953301127,0.0,0.5,0.5
EXPM,use like,0.00040257648953301127,0.0,0.5,0.5
EXPM,one person,0.00040257648953301127,0.0,0.5,0.5
EXPM,person likes,0.00040257648953301127,0.0,1.0,0.0
EXPM,really know,0.00040257648953301127,0.0,1.0,0.0
EXPM,really get,0.00040257648953301127,0.0,1.0,0.0
EXPM,three things,0.00040257648953301127,0.0,1.0,0.0
EXPM,computer science,0.002214170692431562,0.18181818181818182,0.6363636363636364,0.18181818181818182
EXPM,science classes,0.0006038647342995169,0.0,1.0,0.0
EXPM,heavy classes,0.00040257648953301127,0.0,0.0,1.0
EXPM,communicate effectively,0.00040257648953301127,1.0,0.0,0.0
EXPM,prior knowledge,0.00040257648953301127,0.0,1.0,0.0
EXPM,know everything,0.00040257648953301127,0.5,0.5,0.0
EXPM,say people,0.00040257648953301127,0.0,0.5,0.5
EXPM,math science,0.00040257648953301127,0.0,0.5,0.5
EXPM,get teachers,0.00040257648953301127,0.0,1.0,0.0
EXPM,work ethic,0.00040257648953301127,1.0,0.0,0.0
EXPM,grad school,0.0006038647342995169,0.6666666666666666,0.0,0.3333333333333333
EXPM,overall structure,0.00040257648953301127,1.0,0.0,0.0
EXPM,evaluate everything,0.00040257648953301127,0.0,0.0,1.0
EXPM,second half,0.00040257648953301127,0.0,0.0,1.0
EXPM,final exam,0.00040257648953301127,0.0,0.0,1.0
EXPM,information systems,0.0006038647342995169,0.0,1.0,0.0
IMP,would say,0.0004065867046147591,0.5,0.0,0.5
IMP,even like,0.0004065867046147591,0.0,0.5,0.5
IMP,something like,0.0004065867046147591,0.0,0.5,0.5
IMP,oh yeah,0.0004065867046147591,0.0,1.0,0.0
IMP,know get,0.0004065867046147591,0.5,0.5,0.0
IMP,many different,0.0004065867046147591,0.0,0.0,1.0
IMP,really hard,0.0004065867046147591,0.0,0.5,0.5
IMP,know like,0.0004065867046147591,0.0,0.5,0.5
IMP,real world,0.0004065867046147591,0.0,1.0,0.0
IMP,like really,0.0004065867046147591,0.0,1.0,0.0
IMP,first year,0.0006098800569221387,0.0,0.3333333333333333,0.6666666666666666
IMP,thing like,0.0004065867046147591,0.0,0.5,0.5
IMP,little bit,0.0012197601138442774,0.3333333333333333,0.3333333333333333,0.3333333333333333
IMP,need help,0.0004065867046147591,0.0,0.0,1.0
IMP,know go,0.0004065867046147591,0.0,0.0,1.0
IMP,like okay,0.0004065867046147591,0.0,0.0,1.0
